,,,,,,,,,,,,
Theme,Subtheme,Set #,Set Name,Age,Piece Count,Retirement Date,LEGO.com Link,,,,,"Notes: (Exclusivity, release, etc.)"
Star Wars,-,75416,Chopper (C1-10P),10+,1039,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,Battle Pack,75431,327th Star Corps Battle Pack ,7+,258,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,- ,75432,V-19 Torrent Starfighter,9+,567,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,-,75434,K-2SO,10+,845,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,Holiday,40806,Gingerbread AT-AT,10+,697,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Star Wars,Midi-scale,75375,Millennium Falcon,18+,921,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,-,75379,R2-D2,10+,1050,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,-,75398,C-3PO,18+,1138,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,-,75403,Grogu with Hover Pram,10+,1048,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Logo,75407,Brick-Built Star Wars Logo,18+,700,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Ultimate Collector Series,75409,Jango Fett's Starship,18+,2970,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Ultimate Collector Series,75417,AT-ST Walker,18+,1513,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,-,75433,Jango Fett's Starship,9+,707,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,- ,75435,Battle of Felucia Separatist MTT,9+,976,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Ultimate Collector Series,75419,Death Star,18+,9019,"Dec 31, 2028",US,CA,UK,AU,MX,
Technic,-,30710,Skid-Steer Loader (Polybag),7,52,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,Supercar (1:8),42115,Lamborghini Sián FKP 37,18+,3696,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,- ,42141,McLaren Formula 1 Race Car,18+,1434,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,- ,42146,Liebherr Crawler Crane LR 13000,18+,2883,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,- ,42156,PEUGEOT 9X8 24H Le Mans Hybrid Hypercar,18+,1775,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,- ,42159,Yamaha MT-10 SP,18+,1478,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,-,42163,Heavy-Duty Bulldozer,7+,195,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,Formula 1,42165,Mercedes-AMG F1 W14 Pull-Back,7+,240,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,-,42166,NEOM McLaren Extreme E Team,7+,252,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,-,42168,John Deere 9700 Forage Harvester,9+,559,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,-,42169,NEOM McLaren Formula E Team,9+,452,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,-,42174,Emirates Team New Zealand AC75 Yacht,18+,962,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,Space,42178,Surface Space Loader LT78,8+,435,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,-,42180,Mars Crew Exploration Rover,11+,1599,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,-,42181,VTOL Heavy Cargo Spaceship LT81,10+,1365,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,-,42182,NASA Apollo Lunar Roving Vehicle - LRV,18+,1913,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,-,42184,Koenigsegg Jesko Absolut White Hypercar,10+,801,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,-,42196,Lamborghini Huracán Tecnica Orange,9+,806,"Dec 31, 2025",US,CA,UK,AU,MX,
Technic,- ,42130,BMW M 1000 RR,18+,1921,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,Supercar (1:8),42143,Ferrari Daytona SP3,18+,3778,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,- ,42151,Bugatti Bolide,9+,905,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,- ,42158,NASA Mars Perseverance Rover,10+,1132,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,- ,42160,Audi RS Q e-tron,10+,914,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,- ,42161,Lamborghini Huracán Tecnica,9+,806,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,-,42164,Off-Road Race Buggy,8+,219,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,-,42167,Mack LR Electric Garbage Truck,8+,503,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,-,42211,Lunar Outpost Moon Rover Space Vehicle,10+,1082,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,- ,42154,2022 Ford GT,18+,1468,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42170,Kawasaki Ninja H2R,10+,643,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,Formula 1,42171,Mercedes-AMG F1 W14 E Performance,18+,1643,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42173,Koenigsegg Jesko Absolut Grey Hypercar,10+,801,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42175,Volvo FMX Truck & EC230 Electric Excavator,10+,2274,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42176,Porsche GT4 e-Performance Race Car,10+,834,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42177,Mercedes-Benz G 500 PROFESSIONAL Line,18+,2891,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42197,Backhoe Loader,7+,104,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42198,Bush Plane,8+,333,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42199,Monster Jam DIGatron Pull-Back,7+,218,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42200,Monster Jam ThunderROARus Pull-Back,7+,232,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42201,Deep-Sea Research Submarine,9+,413,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42203,Tipping Dump Truck,9+,462,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42204,Fast & Furious Toyota Supra MK4,9+,810,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42205,Chevrolet Corvette Stingray (Yellow),9+,732,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42214,Lamborghini Revuelto,10+,1135,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42217,Chevrolet Corvette Stingray (Blue),9+,732,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Costco
Technic,-,42202,Ducati Panigale V4 S Motorcycle,18+,1603,"Jul 31, 2027",US,CA,UK,AU,MX,
Technic,-,42209,Volvo L120 Electric Wheel Loader,9+,973,"Jul 31, 2027",US,CA,UK,AU,MX,
Technic,-,42215,Volvo EC500 Hybrid ,18+,2359,"Jul 31, 2027",US,CA,UK,AU,MX,
Technic,Supercar (1:8),42172,McLaren P1,18+,3893,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,Space,42179,Planet Earth and Moon in Orbit,10+,526,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,Formula 1,42206,Oracle Red Bull Racing RB20 F1 Car,18+,1639,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,Formula 1,42207,Ferrari SF-24 F1 Car,18+,1361,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42208,Aston Martin Valkyrie,,,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42210,2 Fast 2 Furious Nissan Skyline GT-R (R34) Car,,,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42212,Ferrari FXX K,,,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42213,Ford Bronco SUV,,,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42223,1966 Ford GT40 MKII Race Car,18+,793,"Dec 31, 2028",US,CA,UK,AU,MX,
The Legend of Zelda,-,77092,Great Deku Tree 2-in-1,18+,2500,"Jul 31, 2026",US,CA,UK,AU,MX,
Wednesday,-,76780,Wednesday Addams Figure,10+,702,"Dec 31, 2025",US,CA,UK,AU,MX,
Wednesday,-,76781,Wednesday & Enid's Dorm Room,10+,750,"Dec 31, 2025",US,CA,UK,AU,MX,
Wednesday,-,76785,Thing's Apartment,10+,828,"Jul 31, 2026",US,CA,UK,AU,MX,
Wednesday,-,76784,Black Dahlia Flower,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Wednesday,-,76786,Morticia's Cottage,10+,1002,"Dec 31, 2026",US,CA,UK,AU,MX,
Wicked,-,75681,"Glinda, Elphaba & Nessarose at Shiz University",7+,304,"Dec 31, 2025",US,CA,UK,AU,MX,
Wicked,-,75683,Glinda & Elphaba's Dormitory,8+,740,"Dec 31, 2025",US,CA,UK,AU,MX,
Wicked,-,75682,Elphaba & Glinda Figures,10+,558,"Jul 31, 2026",US,CA,UK,AU,MX,
Wicked,-,75684,Welcome to Emerald City,9+,945,"Dec 31, 2026",US,CA,UK,AU,MX,
Wicked,-,75685,Emerald City Wall Art,18+,1518,"Dec 31, 2026",US,CA,UK,AU,MX,
Wicked,-,75687,Elphaba's Retreat,7+,228,"Jul 31, 2027",US,CA,UK,AU,MX,
Wicked,Book Nook,75691,Glinda & Elphaba Bookends,18+,1327,"Jul 31, 2027",US,CA,UK,AU,MX,(US) Target exclusive        
Wicked,-,75688,Glinda's Wedding Day,8+,476,"Dec 31, 2027",US,CA,UK,AU,MX,
Wicked,-,75689,Emerald City & Kiamo Ko Castle,9+,860,"Dec 31, 2027",US,CA,UK,AU,MX,
Wicked,-,75690,Glinda & Elphaba Visit Munchkinland,9+,744,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to TBA
"Brick Tap partners with Rakuten Advertising, receiving a commission every time you make a qualified purchase using one of our links. You can find Rakuten's privacy policy here.",,,,,,,,,,,,
